Ranking,Pontos,Nome,Clube,Rating,Categoria
207,594,OTAVIO MATTOS,JUNDIAÍ CLUBE-SP,J,M
207,594,GUILHERME RIPKE,FUNDACAO MUNICIPAL DE ESPORTES E CULTURA DE PINHALZINHO - FMEC - SC,J,M
207,594,VICTOR HUGO SANTIAGO,SR MAMPITUBA/FME CRICIÚMA-SC,J,M
207,594,JOSÉ MOURÃO,ASSOCIAÇÃO CARIOCA DE TÊNIS DE MESA - RJ,J,M
211,593,JORGE PINTO,CENTRO CULTURAL 25 DE JULHO-SC,J,M
211,593,MARCIO KIKUMOTO,JUNDIAÍ CLUBE-SP,J,M
211,593,CLOVIS YOKOYAMA,ASSOCIAÇÃO NIKKEI DO RIO DE JANEIRO,J,M
211,593,BRUNO AMARAL,UNIVERSIDADE FEDERAL FLUMINENSE (UFF).,J,M
211,593,RICARDO ARASAKI,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,J,M
211,593,ANDRE DEISTER,FLUMINENSE FOOTBALL CLUB - RJ,J,M
217,592,CLEIBSON MORAES,NCM NAGIB MATNI / BELÉM - PA,J,M
217,592,THIAGO MELO,ACADEMIA SERGIPANA - SE,J,M
217,592,WALTER CUNHA,ACADEMIA BAIANA - BA,J,M
217,592,ANTONIO MIGUEIS,NIPO CUIABÁ - MT,J,M
217,592,FABIO SILVA SILVA,SOGIPA PORTO ALEGRE - RS,J,M
222,591,ANTONIO DUQUE,PINGUINS INDAIAL-SC,J,M
222,591,JOSE SOUZA,ASSOCIAÇÃO DESPORTIVA CABENSE - PE,J,M
224,590,GUILHERME TEIXEIRA,JUNDIAÍ CLUBE-SP,J,M
224,590,DOUGLAS CAMARGO,ESTRELA DE OURO - SP,J,M
224,590,VITOR SILVA,ITAIM KEIKO / JJYAMADA - SP,J,M
224,590,ANDRE NAVES,ULBRA PALMAS - TO,J,M
224,590,FRANCISCO BRITO,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,J,M
224,590,LEONARDO CELESKI,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,J,M
230,589,ROGÉRIO MIURA,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,J,M
231,588,JEFFERSON MITTANCK,NIKKEI CURITIBA - PR,J,M
231,588,JOSÉ RAMOS,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,J,M
231,588,GUILHERME YAGUTI,ASSOC. DOS MESATENISTAS DE CASCÁVEL-PR,J,M
231,588,DANIEL WU,CLUBE NIPO DE BRASÍLIA - DF,J,M
231,588,ANTONIO HENRIQUE,SPORT CLUB RECIFE,J,M
236,587,MARCELO LOUREIRO,ITAPIRA CLUBE,J,M
236,587,MARCELO LOUREIRO,C.R VASCO DA GAMA - RJ,J,M
236,587,MARCOS SILVA,BELFORD ROXO COUNTRY CLUBE-RJ,J,M
236,587,CESAR AUGUSTO,NETO TT BAL. CAMBORIU SC,J,M
236,587,WESLEY GUIMARAES,MACAPA ESPORTE CLUBE - AP,J,M
236,587,ARTHUR ALMEIDA,CAMETÁ SPORT CLUB - PA,J,M
236,587,SERGIO TOMCEAC,AITM/CVA/ITAPETININGA - SP,J,M
236,587,ANTONIO OLIVEIRA,ADFP/CLUBE DUQUE DE CAXIAS-CURITIBA-PR,J,M
244,586,ROBSON SOUZA,ALDEOTA SUL,J,M
244,586,ISRAEL FERNANDES FERNANDES,ASSOCIAÇÃO CAMPONOVENSE - SC,J,M
244,586,MARCOS FERREIRA,PENDRAGON SÃO LUIS - MA,J,M
247,585,RODRIGO OLIVEIRA,CLUBE CULTURAL ESPORTIVO E RECREATIVO CENTENÁRIO-RS,J,M
247,585,LEONARDO FIGUEIRA,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,J,M
247,585,MARCELO KUMAGAI,NIPO CAMPO MOURÃO - PR,J,M
247,585,BRUNO SASAKI,ACEAS NIKKEI SUZANO - SP,J,M
247,585,MATHEUS SILVA,JUNDIAÍ CLUBE-SP,J,M
247,585,DAVIS CAVALCANTE,DOJO NIC NETTO TENIS DE MESA-AM,J,M
253,584,RAFAEL ALMEIDA,CLUBE COMERCIAL DE LORENA-SP,J,M
253,584,ANDERSON SERRAO,CMB BARCARENA CLUBE - PA,J,M
253,584,GUILHERME COSTA,ASSOCIAÇÃO JARAGUÁ DO SUL - SC,J,M
253,584,CHRISTIAN LEMOS,JARAGUÁ TÊNIS CLUBE - AL,J,M
257,583,ANDRÉ PALMEIRA,ASSOCIAÇÃO DESPORTIVA CABENSE - PE,J,M
257,583,VINICIUS YANO,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,J,M
257,583,ANDERSON KAISS,ADFP/CLUBE DUQUE DE CAXIAS-CURITIBA-PR,J,M
257,583,JOÃO DIAS,ASSOCIAÇÃO SÃO JOSÉ - SP,J,M
261,582,TALES BRAGA,IDESCA/PALAS ATENA - AM,J,M
261,582,ALLAN GRAVINA,FLUMINENSE FOOTBALL CLUB - RJ,J,M
261,582,EVALDO SILVA,ACADEMIA CALANGOS/ANDRO/MONSTERGLUE/NRG/CRAJUBARTM-CE,J,M
261,582,SERGIO ANTUNES,CLUBE CONCÓRDIA - SC,J,M
261,582,PAULO ALMEIDA,JARAGUÁ TÊNIS CLUBE - AL,J,M
261,582,JULIO LOPES,FLUMINENSE FOOTBALL CLUB - RJ,J,M
267,581,BRENO ROCHA,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,J,M
267,581,CLAUDINEY MORAIS,C.R VASCO DA GAMA - RJ,J,M
267,581,CAIO GROTT,CLUBE RIOESTENSE DE TÊNIS DE MESA-SC,J,M
267,581,ANDERSON FREITAS,CLUBE MUNICIPAL RIO DE JANEIRO - RJ,J,M
267,581,TIAGO MORAES,AITM/CVA/ITAPETININGA - SP,J,M
267,581,RENAN MUHLBAUER,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,J,M
273,580,RAFAEL DA SILVA,ASSOCIAÇÃO PRATICANTES DE TÊNIS DE MESA-RJ,J,M
273,580,RAFAEL SANTOS,ULBRA PALMAS - TO,J,M
273,580,HENRIQUE BERGOC,BRANYL CAPIVARI - SP,J,M
276,579,ROGÉRIO CARVALHO,CLUBE DE CAMPO DE PIRACICABA-CCP-SP,J,M
276,579,ANTONIO MARQUES,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,J,M
278,578,FÁBIO CHAGAS,ACERT TUPÃ - SP,J,M
278,578,HEITOR PEREIRA,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,J,M
278,578,ALISSON ALMEIDA,ALDEOTA SUL,J,M
278,578,ROBERTO YAMAMOTO,ASSOCIAÇÃO CULTURAL E ESPORTIVA PIRATININGA-SP,J,M
278,578,ALEXANDRE MELO,ULBRA PALMAS - TO,J,M
278,578,LEONARDO SANTOS,ASSOCIAÇÃO CARIOCA DE TÊNIS DE MESA - RJ,J,M
284,577,GABRIEL SENA,SPORT CLUB RECIFE - PE,J,M
284,577,JOAO PAULO,DOJO NIC NETTO TENIS DE MESA-AM,J,M
286,576,VAGNER HORITA,BTTC BRASÍLIA - DF,J,M
286,576,FILIPI SOUZA,AABB NATAL - RN,J,M
286,576,MILSON CABRAL,SPORT CLUB RECIFE - PE,J,M
289,575,JOSEAN BARROS,JARAGUÁ TÊNIS CLUBE - AL,J,M
289,575,DOUGLAS COSTA,JUNDIAÍ CLUBE-SP,J,M
291,574,VICTOR YONASHIRO,SANTO ANDRÉ / ADSA - SP,J,M
291,574,WILLIAN HIGAKI,NIPO BARREIRAS - BA,J,M
291,574,FELIPE MARINHO,ASMETT BRASÍLIA - DF,J,M
291,574,ROGERIO SILVA,PINGUINS INDAIAL-SC,J,M
291,574,JUAN LOURENÇO,EMEC PARAÍBA/ESTRELA DO MAR - PB - CNPJ??,J,M
291,574,FELIPE CONTATTO,SANTA BÁRBARA D' OESTE-SP,J,M
297,573,PAULO DEBIASI,ASSOCIAÇÃO CHAPECOENSE - SC,J,M
298,572,GEORGE THIMOTEO,ASSOCIAÇÃO CARIOCA DE TÊNIS DE MESA - RJ,J,M
298,572,BERNARDINO QUEIROGA,AABB - PB,J,M
300,571,ANDERSON ROCHA,CABANA CLUBE-PA,J,M
300,571,DANIEL BENAVIDES,ITAIM KEIKO / JJYAMADA - SP,J,M
302,570,MARCO ROSA,BTTC BRASÍLIA - DF,J,M
302,570,ROMEU TIBÉRIO,JUNDIAÍ CLUBE-SP,J,M
302,570,FELIPE LIMA,CLUBE DUQUE DE CAXIAS - CURITIBA - PR,J,M
302,570,GUILHERME STELMASZCZYK,SOGIPA PORTO ALEGRE - RS,J,M
302,570,JOSÉ ALMEIDA,NIPO BARREIRAS - BA,J,M
302,570,ERNILDO SILVA,ASSOC. ESPORTIVA E CULTURAL INSTITUTO PHOENIX - SC,J,M
308,569,WLADIMIR BRUNO,SPORT CLUB RECIFE - PE,J,M
308,569,DEIVES CRUZEIRO,ASSOC. CULT. E ESP. DOS MESATENISTAS DE VOTORANTIM-SP,J,M
308,569,JOSE SILVA,SPORT CLUB RECIFE - PE,J,M
311,568,LYANDERSON COSTA,CLUBE DE TÊNIS DE MESA JACAREÍ - SP,J,M
311,568,PAULO MOTA,AABB RIO BRANCO - AC,J,M
311,568,ELCIO CASTILHO,PREFEITURA MUNICIPAL DE ITATIBA - SP,J,M
311,568,JOAO VIEIRA,ASSOCIAÇÃO CARIOCA DE TÊNIS DE MESA - RJ,J,M
311,568,RUBEM FREITAS,CLUBE NÁUTICO DE VOLTA REDONDA - RJ,J,M
311,568,MARCELO SAAD,CLUBE MUNICIPAL RIO DE JANEIRO - RJ,J,M
311,568,LUIS AMARAL,APCEF SERGIPE - SE,J,M
318,567,MARCELO CUNHA,JARAGUÁ TÊNIS CLUBE - AL,J,M
318,567,PAULO FARIAS,ASSOCIAÇÃO ESPORTIVA SACANDO PARA O FUTURO-SP,J,M
318,567,MATHEUS PIRES,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,J,M
318,567,JEFERSON SANTOS,MADUREIRA ESPORTE CLUBE - RJ,J,M
318,567,GABRIEL SCOTINSKI,PRÓ TÊNIS DE MESA DE JOAÇABA - SC,J,M
323,566,MARCO FERNANDES,PRAIA CLUBE UBERLÂNDIA - MG,J,M
323,566,DENNIS PEREIRA,BTTC BRASÍLIA - DF,J,M
323,566,ARTUR CARVALHO,PENDRAGON SÃO LUIS - MA,J,M
323,566,JOSE CASTRO,PENDRAGON SÃO LUIS - MA,J,M
323,566,HELIO CRUZ NETO,ITAPIRA CLUBE,J,M
323,566,ANTONIO RODRIGUES,C.R VASCO DA GAMA - RJ,J,M
323,566,ERNESTO BOLSON,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,J,M
330,565,VARNÊ SANTOS,AMEX BAHIA - BA,J,M
330,565,CESAR INOUE,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,J,M
330,565,JOSE LIMA,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,J,M
330,565,HUMBERTO ARAUJO,CR SALDANHA DA GAMA/JOOLA/ADC ESTRELA/STA CECÍLIA - SP,J,M
334,564,JOÃO SANTOS,ACADEMIA SERGIPANA - SE,J,M
334,564,FELIPE SOUZA,JUNDIAÍ CLUBE-SP,J,M
334,564,ARNALDO FISCHER,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,J,M
334,564,SERGIO BONFIM,JARAGUÁ TÊNIS CLUBE - AL,J,M
334,564,CYRO BARROS,ASSOCIAÇÃO GOIANA DE TÊNIS DE MESA-AGTM-GO,J,M
339,563,LEONARDO LIMA,JARAGUÁ TÊNIS CLUBE - AL,J,M
339,563,RAUL FERREIRA,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,J,M
339,563,JOAQUIM JUNIOR,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,J,M
339,563,SAULO RODRIGUES,MOSSORÓ TM - RN,J,M
339,563,ANGELO LEANDRO,ASSOCIAÇÃO DE TRÊS BARRAS - SC,J,M
344,562,LUCAS TEIXEIRA,JUNDIAÍ CLUBE-SP,J,M
344,562,JACKSON ANDRADE,CEPE ARACAJU - SE,J,M
344,562,EMERSON SILVA,SANTO ANDRÉ / ADSA - SP,J,M
344,562,ALEXANDRE TAVARES,NIPPON TÊNIS DE MESA - SP,J,M
344,562,ARTHUR BRASILEIRO,JUNDIAÍ CLUBE-SP,J,M
344,562,SÉRGIO QUEIROZ,ACADEMIA BAIANA - BA,J,M
344,562,EVALDO MORAES,CLUBE ITUANO DE ESPORTES-SP,J,M
351,561,JOSE CAVALCANTI FILHO,SPORT CLUB RECIFE,J,M
352,560,ISAIAS ASSIS,SR MAMPITUBA/FME CRICIÚMA-SC,J,M
352,560,GERALDO GARDIN,ASSOCIAÇÃO SÃO CRISTOVÃO DE ESPORTES - SP,J,M
352,560,IAN FIGUEIREDO.,SPORT CLUB RECIFE - PE,J,M
352,560,ANDRÉ BARRETO,ACADEMIA SERGIPANA - SE,J,M
352,560,PEDRO DINIZ NETO,CEPE ARACAJU - SE,J,M
352,560,NELSON KUNIYOSHI,NIKKEI CURITIBA - PR,J,M
352,560,ROBERTO MARCHIORI,LIONS CLUBE DE ARIQUEMES CANAA-RO,J,M
359,559,JOSEMIR MARQUES,CAMAÇARIENSE TM - BA,J,M
359,559,HELDER LEE,ITAPIRA CLUBE,J,M
359,559,RICARDO SANGUINO,CLUBE CONCÓRDIA - SC,J,M
359,559,DEIVSON NASCMENTO,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,J,M
359,559,LUCAS GOUVEA,APMDFESP - SP,J,M
359,559,CLEIDISON LIMA,EMEC PARAÍBA/ESTRELA DO MAR - PB - CNPJ??,J,M
359,559,VICENTE SILVA,NIPO CAMPO GRANDE - MS,J,M
366,558,MARDEY BARATA,CABANA CLUBE-PA,J,M
366,558,JORGE YASUE,ITAIM KEIKO / JJYAMADA - SP,J,M
366,558,TIAGO CARVALHO,ASSOCIAÇÃO FEIRENSE - BA,J,M
366,558,LUCAS MIYA,SAMA ASSAÍ - PR,J,M
366,558,JOAQUIM RIBEIRO,JARAGUÁ TÊNIS CLUBE - AL,J,M
371,557,THIAGO CHAVES,ASSOCIAÇÃO DESPORTIVA CAXIENSE-MA,J,M
372,556,ALBINO OLIVEIRA,SADEF NATAL - RN,J,M
372,556,HIROYUKI KUBO,MADUREIRA ESPORTE CLUBE - RJ,J,M
372,556,RAFAEL OLIVEIRA,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,J,M
372,556,JOÃO MORAES,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,J,M
372,556,ALDENIO BURGOS,ASSOCIAÇAO BARBOSA DE LUTAS ESPORTIVAS,J,M
377,555,WILSON SILVA NETO,JARAGUÁ TÊNIS CLUBE - AL,J,M
377,555,RODRIGO MAXIMIANO,SR MAMPITUBA/FME CRICIÚMA-SC,J,M
377,555,JOSÉ SILVA,APTM/G.T. PAIXÃO - PA,J,M
377,555,GUSTAVO CORDEIRO,CLUBE CONCÓRDIA - SC,J,M
377,555,ARAMIS DUBOC,CLUBE NÁUTICO DE VOLTA REDONDA - RJ,J,M
377,555,KLEITON BORGES,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,J,M
377,555,GUILHERME SANTOS,ASSOCIAÇÃO GOIANA DE TÊNIS DE MESA-AGTM-GO,J,M
377,555,GABRIEL FERREIRA,SANTA MONICA CENTRO EDUCACIONAL-RJ,J,M
377,555,ADILSON FUKAHORI,ARTM/ACER ROLÂNDIA - PR,J,M
386,554,JOÃO LAUREANO,PROJETO FACA DO DEFICIENTE UM ATLETA-PFDA/CE,J,M
386,554,GUILHERME FERREIRA,JUNDIAÍ CLUBE-SP,J,M
386,554,BRUNO DO NASCIMENTO,STREET PONG - PR,J,M
386,554,MATEUS JESUS,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,J,M
386,554,RAPHAEL DIAS,JARAGUÁ TÊNIS CLUBE - AL,J,M
386,554,HENRIQUE MORAES,SR MAMPITUBA/FME CRICIÚMA-SC,J,M
386,554,RENATO VASCONCELLOS,ACADEMIA BAIANA - BA,J,M
393,553,FELIPE DORIA,JARAGUÁ TÊNIS CLUBE - AL,J,M
393,553,FELIPE ALVES,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,J,M
395,552,DAVID BERNARDO,E. M. GEO NELSON PRUDÊNCIO,J,M
395,552,VICENTE DALMASS,PRÓ TÊNIS DE MESA DE JOAÇABA - SC,J,M
395,552,GUILHERME REIS,JUNDIAÍ CLUBE-SP,J,M
395,552,DANIEL ANDRADE,ASSOCIAÇÃO CARIOCA DE TÊNIS DE MESA - RJ,J,M
395,552,SERGIO MATSUDA,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,J,M
395,552,JOAO ANDRADE,CENTRO ISRAELITA DE PERNAMBUCO-PE,J,M
395,552,TARCISIO MESSIAS,ACADEMIA SERGIPANA - SE,J,M
402,551,JORGE GOUVEA,ASSOCIAÇÃO FITPONG DE TÊNIS DE MESA-DF,J,M
402,551,ADRIANO LOYOLA,ASSOCIAÇÃO PRATICANTES DE TÊNIS DE MESA-RJ,J,M
402,551,LEÔNCIO PATROCINIO,ASSOCIAÇÃO DOS DEFICIENTES FÍSICOS DE GOIÁS-ADFEGO-GO,J,M
402,551,RICARDO SCARPELIN,SANTA BÁRBARA D' OESTE-SP,J,M
406,550,RENATO CORRÊA,NIPO SOROCABA - SP,J,M
406,550,JOSE NETO,ASSOCIAÇÃO GUEDESTT-RO,J,M
406,550,DANIEL SALLES,JUNDIAÍ CLUBE-SP,J,M
406,550,JOSÉ DEZIE,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,J,M
406,550,MOTOKAZU OKURA,INTERCOLONIAL,J,M
411,549,SEIGHI KAWAI,ITAIM KEIKO / JJYAMADA - SP,J,M
411,549,LUIZ MARTINS,BEREIANO NATAL,J,M
411,549,DANIEL MAZZI,ESTRELA DE OURO - SP,J,M
411,549,MARCELO CARVALHO,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,J,M
411,549,JEREMIAS PEREIRA,CCBA GORILLA-ES,J,M
416,548,CARLOS JUNIOR,PING TABLE TENNIS AERO CLUBE-RN,J,M
416,548,ANDRÉ LIMA,CLUBE DUQUE DE CAXIAS - CURITIBA - PR,J,M
416,548,RODOLFO SOUZA,ASSOCIAÇÃO GOIANA DE TÊNIS DE MESA-AGTM-GO,J,M
416,548,BRUNO MELO,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,J,M
416,548,MAKE NOGUEIRA,YARA TOLEDO - PR,J,M
416,548,LEONARDO BRUNETTI,SPORT CLUB RECIFE,J,M
416,548,EDUARDO OZAWA,ATEMEL/ACEL LONDRINA - PR,J,M
416,548,VINICIUS CRUZ,CLUBE MUNICIPAL RIO DE JANEIRO - RJ,J,M
424,547,LUIZ MACEDO,ASSOCIAÇÃO MACEDO DE TÊNIS DE MESA-RJ,J,M
424,547,MARCIO SILVEIRA,SPORT CLUB RECIFE - PE,J,M
424,547,MARCELO MURAD,ACADEMIA BAIANA - BA,J,M
424,547,DANIEL HENRIQUE DA SILVA LEAL LEAL,GREMIO SOCIAL ESPORTIVO DE ROCHA MIRANDA-RJ,J,M
428,546,LUIS TONNI,ASSOCIAÇÃO ANAPOLINA DE TÊNIS DE MESA - GO,J,M
428,546,GABRIEL OLIVEIRA,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,J,M
428,546,SIDNEY OLIVEIRA,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,J,M
428,546,FELLIPE FARIA,C.R VASCO DA GAMA - RJ,J,M
428,546,EDUARDO SOUZA,NIPO CAMPO GRANDE - MS,J,M
433,545,DIRCEU CAVENDISH,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,J,M
433,545,CRISTIANO COELHO,ASSOCIAÇÃO MESATENISTA DE ALFREDO WAGNER/AABB - SC,J,M
433,545,FERNANDO SHIOZAWA,ATEMEL/ACEL LONDRINA - PR,J,M
433,545,DOUGLAS RODRIGUES,FME - ARARAQUARA - SP,J,M
433,545,MASSAYUKI TAKAOKA,NIKKEI CURITIBA - PR,J,M
433,545,SIONEY MONTEIRO,DOJO NIC NETTO TENIS DE MESA-AM,J,M
439,544,JONATAN MARIA,SR MAMPITUBA/FME CRICIÚMA-SC,J,M
439,544,RAPHAEL VALENTE,SPORT CLUB RECIFE - PE,J,M
439,544,JOHNNY SILVA,EMEC PARAÍBA/ESTRELA DO MAR - PB - CNPJ??,J,M
442,543,VILMAR LOPES,JARAGUÁ TÊNIS CLUBE - AL,J,M
442,543,HENRIQUE REGO,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,J,M
442,543,MARCOS PRIGOL,ASSOCIAÇÃO DE TÊNIS DE MESA DE GUARAPUAVA-PR,J,M
445,542,JAMACYR GOMES,ADESCC PARAÍBA - PB,J,M
445,542,LUÍS VILELA,ASSOCIAÇÃO ARAÇATUBA - SP,J,M
445,542,LUIS ALMEIDA,ASSOCIAÇÃO CEARENSE TENIS DE MESA-CE,J,M
445,542,ADEMIR GOYA,JUNDIAÍ CLUBE-SP,J,M
445,542,CHARLES HEIDRICH,ASSOCIAÇÃO AMIGOS DO TÊNIS DE MESA-SC,J,M
445,542,RODOLFO REIS,AABB CRICIUMA,J,M
451,541,HERLEI CARVALHO,BTTC BRASÍLIA - DF,J,M
451,541,PAULO CARNEIRO,CLUBE DOS TENISTAS DA BAHIA-BA,J,M
451,541,DANIEL SILVA,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,J,M
451,541,LUCIANO MACEDO,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,J,M
451,541,JULIO SANTOS,CLUBE DE TÊNIS DE MESA JACAREÍ - SP,J,M
451,541,GUSTAVO SILVA,NIPO IVOTI - RS,J,M
457,540,JOSE SILVA,CLUBE DOS TENISTAS DA BAHIA-BA,J,M
457,540,JOAO OLIVEIRA,ASSOCIAÇÃO ESPORTIVA MANAUS/ITAIM KEIKO-AM,J,M
457,540,BRUNO RIBEIRO,AABB CRICIUMA,J,M
460,539,SERGIO KAIO,NIKKEI CURITIBA - PR,J,M
460,539,GABRIEL SILVA,CENTRO DE TREINAMENTO GYNTT-GO,J,M
460,539,GUSTAVO GUNJI,SAMA ASSAÍ - PR,J,M
460,539,DANIEL OKUDA,ITAIM KEIKO / JJYAMADA - SP,J,M
460,539,ELIZANDRO JESUS,ASSOCIAÇÃO CAMPONOVENSE - SC,J,M
460,539,LUIZ MARQUES,JARAGUÁ TÊNIS CLUBE - AL,J,M
466,538,LUIS GALLO,AMERICANA - SP,J,M
466,538,ELISSANDRO COLARES,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,J,M
466,538,JORGE PINHEIRO,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,J,M
466,538,MATEUS CAMPOS,ASSOCIAÇAO DOS MESATENISTAS DE TAUBATÉ - SP,J,M
466,538,HUGO TAKEHARA,ASSOC. NOVA ERA DE T.M.-SP,J,M
466,538,SALOMAO HUGO,SPORT CLUB RECIFE - PE,J,M
466,538,TIAGO CRUZ,ACADEMIA APUIARENSE - CE,J,M
466,538,YOSHINORI SHIWA,INTERCOLONIAL,J,M
466,538,DAVID SANTANA,NETO TT BAL. CAMBORIU SC,J,M
466,538,FELIPE MIZUNO,AABB BRASÍLIA/RIZZONE - DF,J,M
466,538,TONY SANTOS,CABANA CLUBE-PA,J,M
466,538,GABRIEL BILATO,GRAN LIMEIRA,J,M
478,537,JOSE RUBI,YARA TOLEDO - PR,J,M
478,537,BENJAMIM TAKATSUKI,SOCIEDADE THALIA CURITIBA - PR,J,M
478,537,HENRI SASAKI,ITAIM KEIKO / JJYAMADA - SP,J,M
481,536,NATANAEL SILVA,MACAE T.M.-RJ,J,M
481,536,YUTAO XING,FLUMINENSE FOOTBALL CLUB - RJ,J,M
481,536,CLAUDIO RAMOS,MARCHIORETTO TT,J,M
481,536,FUMIO OISHI,NIKKEI CURITIBA - PR,J,M
481,536,FRANCISCO AGUIAR,EMEC PARAÍBA/ESTRELA DO MAR - PB - CNPJ??,J,M
481,536,FREDERICO MASSUDA,INTERCOLONIAL,J,M
481,536,EDUARDO DOWSLEY,ASSOCIAÇÃO ATLÉTICA UNICAP - PE,J,M
488,535,AKIHIKO NISHIMORI,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,J,M
488,535,ADRIEL BRAZ,ASSOCIAÇÃO JARAGUÁ DO SUL - SC,J,M
488,535,DAMIÃO LOTT,NIPO CUIABÁ - MT,J,M
488,535,LEONARDO POLONI,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,J,M
488,535,CARLOS OLIVEIRA,CLUBE CULTURAL ESPORTIVO E RECREATIVO CENTENÁRIO-RS,J,M
488,535,MARCIO TEIXEIRA,OI ART/360TT - MG,J,M
494,534,THIAGO MELO,ASSOCIAÇÃO ANAPOLINA DE TÊNIS DE MESA - GO,J,M
494,534,CESAR BARBOSA,AITM/CVA/ITAPETININGA - SP,J,M
494,534,ADELMO BASTOS,JARAGUÁ TÊNIS CLUBE - AL,J,M
494,534,EMANUEL MENEZES JUNIOR,ACADEMIA CEARENSE - CE,J,M
498,533,MESSIAS ANDRADE,ACADEMIA SERGIPANA - SE,J,M
498,533,FLAVIO HASHIMOTO,ESPORTE CLUBE AMERICANO-RS,J,M
498,533,JOÃO ANDRADE,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,J,M
501,532,JUAREZ DOS SANTOS,DOJO NIC NETTO TENIS DE MESA-AM,J,M
501,532,MATEUS PACHECO,GREMIO SOCIAL ESPORTIVO DE ROCHA MIRANDA-RJ,J,M
501,532,RAFAEL COSTA,CMB BARCARENA CLUBE - PA,J,M
501,532,DAVI PINTO,EMEC PARAÍBA/ESTRELA DO MAR - PB - CNPJ??,J,M
501,532,TIAGO CRUZ,ACADEMIA APUIARENSE - CE,J,M
501,532,MIGUEL DYNA,ACADEMIA CEARENSE - CE,J,M
501,532,GUILHERME DARE,AABB CRICIUMA,J,M
501,532,JOAO GRANATO,AABB CRICIUMA,J,M
509,531,MARCEL LOPES FILHO,JARAGUÁ TÊNIS CLUBE - AL,J,M
509,531,SEBASTIAO PINTO,ITAPIRA CLUBE,J,M
509,531,CARLOS DOUGLAS GIRAO,ACADEMIA CEARENSE - CE,J,M
509,531,ANDRE SOARES,SPORT CLUB RECIFE,J,M
509,531,GERSON ROCHA,ASSOCIAÇÃO BRUSQUENSE DE TÊNIS DE MESA - SC,J,M
509,531,GABRIEL BUSTAMANTE,ASSOCIAÇÃO FITPONG DE TÊNIS DE MESA-DF,J,M
515,530,PEDRO QUIRINO,ASMUC - CARAGUATATUBA - SP,J,M
515,530,FLÁVIO MATOS,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,J,M
515,530,VICTOR FERREIRA,MADUREIRA ESPORTE CLUBE - RJ,J,M
515,530,DOUGLAS GIMENEZ,SAMA ASSAÍ - PR,J,M
515,530,OLYMPIO PIVARO,ATEMEL/ACEL LONDRINA - PR,J,M
515,530,ARON MELLO,CT MORIMOTO - MT,J,M
515,530,FREDERICO RODRIGUES,ADM - PETRÓPOLIS - RJ,J,M
515,530,MARCIO LOREIRO,C.R VASCO DA GAMA - RJ,J,M
515,530,MAKOTO SATO,ITAIM KEIKO / JJYAMADA - SP,J,M
